,,,,,,,,,
Pre-hit context,Hit string,Post-hit context,File name,Transcript ID,Speaker ID,Speaker gender,Speaker role,Speaker native speaker status,
"ally do a pretty good job these two here, at_ with the, high, temperature sites. the other thing i'd",like,"to point out with these is that these five sites here, are overestimated by every single one of the ", Fossil Plants Defense ,DEF305MX131,S2,F,SG,NS,
" effects show cross-tolerance, but the electrophysiological effects don't show cross-tolerance. it's",like,"this ability to inhibit serotonin you know firing is, not going, with the behavioral syndrome... and", Drugs of Abuse Lecture ,LEL500SU088,S1,M,SF,NS,
" like, if you're like in the string section you're like in the front and you have to be like sort of",like,"on better behavior and like, if you make jokes it has to be like really quiet.  ", English Composition Seminar ,SEM300MU100,S4,F,SU,NS,
  very good.   it seems,like,"i'll be able to get this out,  in a couple  weeks. and   ", Linguistics Independent Study Advising ,OFC355SU094,S2,F,SU,NS,
"   so, it's still  it's still going through like my side too.",like,"it's going through, like the spindle fiber is not, staying in his side it's like going all the way t", Intro Biology Discussion Section ,DIS175JU081,S6,M,JU,NS,
"ion, but it's interesting because the use of two codes will be motivated by situational, uh, factors",like,language choice according to the interlocutor. so if you have a monolingual pure monolingual context, Bilingualism Student Presentations ,STP355MG011,S6,F,SG,NNS,
le- we shouldn't let you near 'em  you know you shouldn't teach them. if,like,"and i always feel like for high school i like high-school-aged students, i like them in groups of li", Academic Advising ,ADV700JU047,S2,F,ST,NS,
"t are like,  i  mean not transvestites just people like people that dress up in",like,"these crazy outfits and like, you know express themselves very sexually and it's, so different than,"," Sex, Gender, and the Body Lecture ",LES565SU137,S11,F,SU,NS,
"  and i don't think his, i i think in fact he, he mentions a little bit",like,", how barricades were, were possi- in the sentence like   ", Graduate French Cinema Seminar ,SEM545MG083,S6,M,JG,NNS,
his. i mean that seems really like hard to say i mean i've had very minimal like i mean t- for me to,like_,"i think i maybe had to memorize one poem in my entire life. that's why i wanted to take the class, u", Intro to Poetry Office Hours ,OFC300JU149,S3,M,JU,NS,
hing like that?   no i'm really,like,dinosaurs like fascinate me like that stuff fascinates me but i don't know if that's like a career c, Honors Advising ,ADV700JU023,S2,F,JU,NS,
   it's it's f-  it's,like,volume one four-hundred and twenty. try that.   , Science Learning Center Service Encounters ,SVC999MX148,S9,F,UN,NS,
  you wouldn't want to major in something,like, mathematical economics?    , Academic Advising ,ADV700JU047,S2,F,ST,NS,
"hat, and normally i get a lot of support from both my male friends and my female friends of going to",like,", a conference on you know women in science and engineering and stuff like that but when i said i wa", Women in Science Conference Panel ,COL999MX040,S10,F,JG,NS,
"he like polym-  you know, remember when you were_ when you guys did like R-N-A polymerase",like,"you needed_ oh you guys didn't get into detail about that i forgot um, in order for that R-N-A polym", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
" if you if you do really well your undergrad, and you_ if you get involved and you_ and you hang out",like,"if you get involved, you don't have to be  as good academically  ", Freshman Orientation Tour ,TOU999JU030,S1,M,SU,NS,
"aybe tease out, um, a reading, um of, especially the i mean The Eyes of the Poor, but i also tend to",like,"The Rope for instance, um myself. uh or any other poems. that sound good? and obviously if you have ", Graduate French Cinema Seminar ,SEM545MG083,S3,F,JF,NS,
"iscuss what i was thinking about putting in the, and the like_ cuz i watched the movie l- i told you",like,"r- Lorenzo's Oil which was the true story and then In the Gloaming was like, almost the same thing. ", American Family Group Project Meeting ,SGR565SU144,S1,F,SU,NS,
"very,",like,", i guess extremists.  so  if they don't agree with someone like they probably ", Intro to American Politics Discussion Section ,DIS495JU119,S6,F,JU,NS,
"at like, how can they name a virus rather than like,  just evolution? you know what i mean",like,why is it     , Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
" but maybe that's tainted b- i,  tainted by  not liking her but even when i did",like,"her  i didn't,  yeah i felt it was just like whiny white girl", Senior Thesis Study Group ,SGR999SU146,S2,F,SU,NS,
"ns?   yeah, he co-",like,"he could still think, but he just couldn't connect with the body. like he couldn't tell the body to ", First Year Philosophy Seminar ,SEM475JU084,S8,F,JU,NRN,
"  okay, Wien's Law which is uh what is it",like,"one over lambda-max equals, or actually it's like zero-point-two-nine isn't that what it is? somethi", Astronomy Peer Tutorial ,OFC150MU042,S1,F,SU,NS,
     yeah it's not,like,you run the it's not like you run  the P-C-R and it flashes at it's  like whoa , Intro Biology Study Group ,SGR175MU126,S4,F,SU,NS,
" um, dealing with, the addiction and stuff of of homeless folks which, you know according to someone",like,"Bourgois would say it's a symptom of a sort of, problem of social marginialization it's not the prob", Anthropology of American Cities Office Hours ,OFC115SU060,S2,F,SG,NS,
"estament and the people who don't, then maybe, it would be easier to prove that  Atwood is",like,",   you know  like, you talk about um, like you really seem to be ve", English Composition Seminar ,SEM300MU100,S4,F,SU,NS,
  cuz i think it's really weird that like feminists and right-wing activists  are,like," anti this and anti that because i think, that closing down only makes the resistance to "," Sex, Gender, and the Body Lecture ",LES565SU137,S14,F,JU,NS,
"the novel is saying? like that's what i, am confused about. because yeah like according to the novel",like,", she wouldn't be, you know, she doesn't completely submit to this idea.   ", English Composition Seminar ,SEM300MU100,S4,F,SU,NS,
hat's really happening is there's a state that affirms that there is a straight line. um that sounds,like,"sort of the proposition uh uh, but doesn't capture the phenomenal character to it.   ", Graduate Philosophy Seminar ,SEM475MX041,S2,M,ST,NS,
"  Kin, Ken  Reskowski.  i feel like all probably all the students that he has",like,"they're so close and blah blah  blah, but like that she would be the favorite? ", Senior Thesis Study Group ,SGR999SU146,S2,F,SU,NS,
"  that it wouldn't but i think that just meant that it wouldn't lose, the carbonation, if you,",like,"it could keep it under that pressure, s- something.   ", Chemical Engineering Group Project Meeting ,SGR195SU127,S3,F,SU,NS,
"  first i uh, i couldn't figure out, what i was gonna,",like,"give you guys, and, i always fall back, on the same thing, which is candy. so...  ", Multicultural Issues in Education Student Presentations ,STP285SU013,S1,M,JG,NS,
"   see that's the thing  is we did a couple of 'em_ like in class, um, we would",like,"switch papers and stuff and like, i we would do topic you know like, little papers in class like lit", English Composition Seminar ,SEM300MU100,S2,F,JU,NS,
d the last few chapters i'm like yeah right he's not gonna use the letter  he's just gonna,like," yeah he's just gonna like get rid of the letter because, it seemed, so out of character ", American Literature Lecture ,LES300SU103,S5,F,JU,NS,
"  their day or just like always there for them, um in the widowed, single father, household. but",like,"in the divorced single father household it was definitely more like, more ruckus and like, a little ", American Family Group Project Meeting ,SGR565SU144,S2,F,SU,NS,
an-F percent-I address of number. what that makes it do is it starts reading every key i press. okay,like,one two three A B C. scan-F has been told cuz i told it look for a number. look for an integer. well, Intro Engineering Lecture ,LEL295JU035,S1,M,SF,NS,
"  cuz i have a meeting at eight P-M, (xx) so, i want to have,",like,", three hours is good, for me to work on this, and then go straight to the other thing, without havi", Natural Resources Research Group Meeting ,MTG425JG004,S2,M,JG,NNS,
"m we were in this morning, that's just like all the_ a lot of all the_ uh blah la la la. that's just",like,"most of the um, lecture halls on campus. the one we were in this morning, that's pretty standard. do", Freshman Orientation Tour ,TOU999JU030,S1,M,SU,NS,
" someone and like now  she wants  to like,  it's  probably",like,why i hate my housemates or like something like that.    , Senior Thesis Study Group ,SGR999SU146,S3,F,SU,NS,
ing at me,like,this?   yeah   , Organic Chemistry Study Group ,SGR200JU125,S1,F,JU,NS,
  can i ask you a  ques- ,like,", this is confusing me. you know how it's enzyme limited, and substrate limited? like, this is exact", Biochemistry Study Group ,SGR175SU123,S2,M,SU,NS,
  and thes- guy  this guy came and he was like whoa you're gonna hurt yourself he,like,lifts it off    , Astronomy Peer Tutorial ,OFC150MU042,S7,M,SU,NS,
 rush to get out of here  like  by May of ninety-nine. at which point then it's,like," no you don't have the luxury of doing that,  uh  ", Academic Advising ,ADV700JU047,S2,F,ST,NS,
"rky water they depend on sunlight, to, as part of their, plant animal interaction. and so they don't",like,"muddy water, and they'll grow where there's not in tropical areas, where there's not a lot of, river", Intro Oceanography Lecture ,LEL305JU092,S1,M,SF,NS,
d?)   no i though- no i meant,like,the pictures.   oh, Brazilian Studies Student Presentations ,STP545JU091,SU-f,F,JU,NS,
", overdoing it, and not showing that there's an other side, like there's other Christians, who don't",like,", worship God out of necessity but they choose to, i think y- to make a strong argument you'd have t", English Composition Seminar ,SEM300MU100,S7,M,JU,NS,
